date	bytes_sent
2025-08-26	448568
2025-09-04	183656
2025-09-18	183656
2025-10-03	183656
2025-10-10	200
2025-10-17	550968
2025-10-20	183656
2025-10-24	183656
2025-10-25	183656
2025-10-30	183656
2025-10-31	183656
2025-11-18	534449
2025-12-01	1285592
2025-12-06	20480
