date	bytes_sent
2025-08-19	15166554
2025-08-26	18324560
2025-10-06	84989583
2025-10-07	1687296
2025-10-10	200
2025-10-13	2001
2025-10-14	843648
2025-10-15	843648
2025-10-29	1687296
2025-10-30	843648
