date	bytes_sent
2025-08-15	704203079
2025-08-19	3417981115
2025-08-27	9488533
2025-10-06	24364835
2025-10-10	400
2025-10-13	2001
2025-12-06	20480
2025-12-13	51200
2025-12-24	10240
2026-01-08	10240
2026-01-30	10240
