date	bytes_sent
2025-08-25	262040
2025-09-19	524080
2025-10-10	200
2025-10-13	4
2025-11-05	786120
2025-11-06	722304
2025-11-10	262040
2025-11-11	240768
2025-12-06	10240
2025-12-10	786120
2025-12-31	524080
2026-03-02	769532
2026-03-05	262040
2026-03-10	262040
2026-03-11	1524152
2026-03-27	262832
2026-04-01	991360
